DATE,TRAPID,ADULTS
7/28/2000,130,0
7/28/2000,131,0
7/28/2000,132,0
7/28/2000,133,0
7/28/2000,134,0
7/28/2000,135,0
7/28/2000,136,0
7/28/2000,137,1
7/28/2000,138,0
7/28/2000,139,0
7/28/2000,140,2
7/28/2000,146,0
7/28/2000,147,0
7/28/2000,148,0
7/28/2000,149,0
7/28/2000,150,0
7/28/2000,166,0
7/28/2000,167,0
7/28/2000,168,1
7/28/2000,169,0
7/28/2000,170,0
7/28/2000,176,0
7/28/2000,177,0
7/28/2000,178,0
7/28/2000,179,0
7/28/2000,180,0
7/28/2000,196,0
7/28/2000,197,0
7/28/2000,198,0
7/28/2000,199,0
7/28/2000,200,0
7/31/2000,1,0
7/31/2000,2,1
7/31/2000,3,0
7/31/2000,4,0
7/31/2000,5,0
7/31/2000,31,0
7/31/2000,32,0
7/31/2000,33,0
7/31/2000,34,0
7/31/2000,35,0
7/31/2000,66,0
7/31/2000,67,2
7/31/2000,68,0
7/31/2000,69,1
7/31/2000,70,0
7/31/2000,96,0
7/31/2000,97,0
7/31/2000,98,2
7/31/2000,99,0
7/31/2000,100,0
7/31/2000,141,0
7/31/2000,142,0
7/31/2000,143,0
7/31/2000,144,0
7/31/2000,145,0
7/31/2000,206,0
7/31/2000,207,0
7/31/2000,208,0
7/31/2000,209,0
7/31/2000,210,0
8/1/2000,11,0
8/1/2000,12,0
8/1/2000,13,0
8/1/2000,14,0
8/1/2000,15,0
8/1/2000,16,0
8/1/2000,17,0
8/1/2000,18,0
8/1/2000,19,0
8/1/2000,20,0
8/1/2000,26,0
8/1/2000,27,0
8/1/2000,28,0
8/1/2000,29,0
8/1/2000,30,0
8/1/2000,36,2
8/1/2000,37,0
8/1/2000,38,0
8/1/2000,39,1
8/1/2000,40,0
8/1/2000,41,0
8/1/2000,42,0
8/1/2000,43,0
8/1/2000,44,0
8/1/2000,45,1
8/1/2000,71,0
8/1/2000,72,0
8/1/2000,73,0
8/1/2000,74,0
8/1/2000,75,0
8/1/2000,86,0
8/1/2000,87,0
8/1/2000,88,0
8/1/2000,89,1
8/1/2000,90,1
8/1/2000,101,0
8/1/2000,102,0
8/1/2000,103,0
8/1/2000,104,0
8/1/2000,105,0
8/1/2000,151,0
8/1/2000,152,0
8/1/2000,153,0
8/1/2000,154,0
8/1/2000,155,0
8/1/2000,171,1
8/1/2000,172,0
8/1/2000,173,0
8/1/2000,174,0
8/1/2000,175,0
8/1/2000,186,0
8/1/2000,187,0
8/1/2000,188,0
8/1/2000,189,0
8/1/2000,190,0
8/1/2000,201,0
8/1/2000,202,0
8/1/2000,203,0
8/1/2000,204,0
8/1/2000,205,0
8/3/2000,6,0
8/3/2000,7,0
8/3/2000,8,0
8/3/2000,9,0
8/3/2000,10,0
8/3/2000,46,0
8/3/2000,47,0
8/3/2000,48,0
8/3/2000,49,0
8/3/2000,50,0
8/3/2000,76,1
8/3/2000,77,0
8/3/2000,78,0
8/3/2000,79,1
8/3/2000,80,0
8/3/2000,81,0
8/3/2000,82,0
8/3/2000,83,0
8/3/2000,84,0
8/3/2000,85,0
8/3/2000,111,0
8/3/2000,112,0
8/3/2000,113,0
8/3/2000,114,0
8/3/2000,115,0
8/3/2000,116,0
8/3/2000,117,0
8/3/2000,118,0
8/3/2000,119,0
8/3/2000,120,1
8/3/2000,121,0
8/3/2000,122,0
8/3/2000,123,1
8/3/2000,124,0
8/3/2000,125,0
8/3/2000,126,0
8/3/2000,127,0
8/3/2000,128,0
8/3/2000,129,0
8/3/2000,130,0
8/3/2000,146,0
8/3/2000,147,0
8/3/2000,148,0
8/3/2000,149,0
8/3/2000,150,1
8/3/2000,156,0
8/3/2000,157,0
8/3/2000,158,0
8/3/2000,159,1
8/3/2000,160,1
8/3/2000,161,0
8/3/2000,162,0
8/3/2000,163,0
8/3/2000,164,0
8/3/2000,165,0
8/3/2000,166,0
8/3/2000,167,1
8/3/2000,168,0
8/3/2000,169,0
8/3/2000,170,0
8/3/2000,176,0
8/3/2000,177,0
8/3/2000,178,0
8/3/2000,179,1
8/3/2000,180,0
8/3/2000,181,1
8/3/2000,182,0
8/3/2000,183,0
8/3/2000,184,1
8/3/2000,185,0
8/3/2000,191,0
8/3/2000,192,0
8/3/2000,193,0
8/3/2000,194,0
8/3/2000,195,1
8/3/2000,196,0
8/3/2000,197,0
8/3/2000,198,0
8/3/2000,199,0
8/3/2000,200,0
8/4/2000,21,1
8/4/2000,22,1
8/4/2000,23,0
8/4/2000,24,0
8/4/2000,25,0
8/4/2000,51,0
8/4/2000,52,0
8/4/2000,53,0
8/4/2000,54,0
8/4/2000,55,0
8/4/2000,56,0
8/4/2000,57,0
8/4/2000,58,0
8/4/2000,59,1
8/4/2000,60,0
8/4/2000,61,0
8/4/2000,62,0
8/4/2000,63,0
8/4/2000,64,1
8/4/2000,65,0
8/4/2000,91,0
8/4/2000,92,0
8/4/2000,93,0
8/4/2000,94,0
8/4/2000,95,0
8/4/2000,106,0
8/4/2000,107,0
8/4/2000,108,0
8/4/2000,109,0
8/4/2000,110,0
8/4/2000,131,0
8/4/2000,132,0
8/4/2000,133,2
8/4/2000,134,0
8/4/2000,135,1
8/4/2000,136,0
8/4/2000,137,0
8/4/2000,138,0
8/4/2000,139,0
8/4/2000,140,0
8/9/2000,1,0
8/9/2000,2,0
8/9/2000,3,0
8/9/2000,4,1
8/9/2000,5,1
8/9/2000,11,0
8/9/2000,12,1
8/9/2000,13,1
8/9/2000,14,2
8/9/2000,15,1
8/9/2000,16,0
8/9/2000,17,0
8/9/2000,18,0
8/9/2000,19,0
8/9/2000,20,1
8/9/2000,26,0
8/9/2000,27,0
8/9/2000,28,0
8/9/2000,29,0
8/9/2000,30,0
8/9/2000,31,2
8/9/2000,32,0
8/9/2000,33,1
8/9/2000,34,0
8/9/2000,35,2
8/9/2000,36,1
8/9/2000,37,0
8/9/2000,38,0
8/9/2000,39,1
8/9/2000,40,0
8/9/2000,41,0
8/9/2000,42,0
8/9/2000,43,0
8/9/2000,44,0
8/9/2000,45,0
8/9/2000,66,1
8/9/2000,67,0
8/9/2000,68,0
8/9/2000,69,0
8/9/2000,70,2
8/9/2000,71,0
8/9/2000,72,0
8/9/2000,73,0
8/9/2000,74,0
8/9/2000,75,0
8/9/2000,86,0
8/9/2000,87,1
8/9/2000,88,1
8/9/2000,89,0
8/9/2000,90,0
8/9/2000,96,1
8/9/2000,97,0
8/9/2000,98,1
8/9/2000,99,1
8/9/2000,100,0
8/9/2000,101,0
8/9/2000,102,0
8/9/2000,103,0
8/9/2000,104,0
8/9/2000,105,0
8/9/2000,141,0
8/9/2000,142,0
8/9/2000,143,2
8/9/2000,144,0
8/9/2000,145,0
8/9/2000,151,0
8/9/2000,152,0
8/9/2000,153,0
8/9/2000,154,1
8/9/2000,155,0
8/9/2000,171,0
8/9/2000,172,2
8/9/2000,173,1
8/9/2000,174,0
8/9/2000,175,0
8/9/2000,186,1
8/9/2000,187,0
8/9/2000,188,0
8/9/2000,189,0
8/9/2000,190,0
8/9/2000,201,0
8/9/2000,202,1
8/9/2000,203,0
8/9/2000,204,1
8/9/2000,205,0
8/9/2000,206,0
8/9/2000,207,1
8/9/2000,208,0
8/9/2000,209,0
8/9/2000,210,0
8/11/2000,46,1
8/11/2000,47,1
8/11/2000,48,2
8/11/2000,49,0
8/11/2000,50,1
8/11/2000,51,0
8/11/2000,52,0
8/11/2000,53,1
8/11/2000,54,0
8/11/2000,55,0
8/11/2000,61,0
8/11/2000,62,1
8/11/2000,63,1
8/11/2000,64,0
8/11/2000,65,2
8/11/2000,76,1
8/11/2000,77,2
8/11/2000,78,0
8/11/2000,79,1
8/11/2000,80,1
8/11/2000,81,0
8/11/2000,82,0
8/11/2000,83,1
8/11/2000,84,0
8/11/2000,85,0
8/11/2000,91,3
8/11/2000,92,2
8/11/2000,93,0
8/11/2000,94,1
8/11/2000,95,2
8/11/2000,106,1
8/11/2000,107,0
8/11/2000,108,0
8/11/2000,109,0
8/11/2000,110,1
8/11/2000,116,0
8/11/2000,117,1
8/11/2000,118,0
8/11/2000,119,0
8/11/2000,120,0
8/11/2000,121,0
8/11/2000,123,0
8/11/2000,124,1
8/11/2000,125,0
8/11/2000,131,1
8/11/2000,132,0
8/11/2000,133,0
8/11/2000,134,0
8/11/2000,135,0
8/11/2000,146,0
8/11/2000,147,0
8/11/2000,148,0
8/11/2000,149,0
8/11/2000,150,0
8/11/2000,156,1
8/11/2000,157,0
8/11/2000,158,0
8/11/2000,159,1
8/11/2000,160,0
8/11/2000,161,0
8/11/2000,163,0
8/11/2000,164,0
8/11/2000,165,1
8/11/2000,166,0
8/11/2000,167,0
8/11/2000,168,0
8/11/2000,169,0
8/11/2000,170,0
8/11/2000,176,0
8/11/2000,177,1
8/11/2000,178,0
8/11/2000,179,0
8/11/2000,180,0
8/11/2000,181,4
8/11/2000,182,1
8/11/2000,183,0
8/11/2000,184,5
8/11/2000,185,0
8/11/2000,191,6
8/11/2000,192,0
8/11/2000,193,0
8/11/2000,194,0
8/11/2000,195,3
8/11/2000,196,0
8/11/2000,197,1
8/11/2000,198,2
8/11/2000,199,0
8/11/2000,200,0
8/12/2000,6,0
8/12/2000,7,1
8/12/2000,8,1
8/12/2000,9,2
8/12/2000,10,1
8/12/2000,21,1
8/12/2000,22,0
8/12/2000,23,1
8/12/2000,24,1
8/12/2000,25,0
8/12/2000,56,4
8/12/2000,57,5
8/12/2000,58,4
8/12/2000,59,3
8/12/2000,60,3
8/12/2000,111,3
8/12/2000,112,2
8/12/2000,113,0
8/12/2000,114,1
8/12/2000,115,1
8/12/2000,126,0
8/12/2000,127,1
8/12/2000,128,0
8/12/2000,129,0
8/12/2000,130,1
8/12/2000,136,0
8/12/2000,137,1
8/12/2000,138,0
8/12/2000,139,1
8/12/2000,140,0
5/14/2001,6,0
5/14/2001,7,0
5/14/2001,8,0
5/14/2001,9,0
5/14/2001,10,0
5/14/2001,21,0
5/14/2001,22,0
5/14/2001,24,0
5/14/2001,25,0
5/14/2001,51,0
5/14/2001,52,0
5/14/2001,53,0
5/14/2001,54,0
5/14/2001,55,0
5/14/2001,81,0
5/14/2001,82,0
5/14/2001,83,1
5/14/2001,84,0
5/14/2001,85,0
5/14/2001,116,0
5/14/2001,117,0
5/14/2001,118,0
5/14/2001,119,0
5/14/2001,120,0
5/14/2001,126,0
5/14/2001,127,0
5/14/2001,128,0
5/14/2001,129,0
5/14/2001,130,0
5/14/2001,131,0
5/14/2001,132,0
5/14/2001,133,0
5/14/2001,134,0
5/14/2001,136,0
5/14/2001,137,1
5/14/2001,138,0
5/14/2001,139,0
5/14/2001,140,1
5/14/2001,146,0
5/14/2001,147,0
5/14/2001,148,0
5/14/2001,149,0
5/14/2001,150,0
5/14/2001,166,0
5/14/2001,167,0
5/14/2001,168,0
5/14/2001,169,0
5/14/2001,170,0
5/14/2001,176,0
5/14/2001,177,0
5/14/2001,178,0
5/14/2001,179,0
5/14/2001,180,0
5/14/2001,196,0
5/14/2001,197,0
5/14/2001,198,0
5/14/2001,199,0
5/14/2001,200,0
5/16/2001,16,0
5/16/2001,17,0
5/16/2001,18,0
5/16/2001,19,0
5/16/2001,20,0
5/16/2001,26,0
5/16/2001,27,0
5/16/2001,28,0
5/16/2001,29,0
5/16/2001,30,0
5/16/2001,41,0
5/16/2001,42,0
5/16/2001,43,0
5/16/2001,44,0
5/16/2001,45,0
5/16/2001,46,0
5/16/2001,47,0
5/16/2001,48,0
5/16/2001,49,0
5/16/2001,50,0
5/16/2001,56,0
5/16/2001,57,0
5/16/2001,58,0
5/16/2001,59,1
5/16/2001,60,0
5/16/2001,61,0
5/16/2001,62,0
5/16/2001,63,0
5/16/2001,64,0
5/16/2001,65,0
5/16/2001,71,0
5/16/2001,72,0
5/16/2001,73,0
5/16/2001,74,0
5/16/2001,75,0
5/16/2001,76,0
5/16/2001,77,0
5/16/2001,78,0
5/16/2001,79,0
5/16/2001,80,0
5/16/2001,91,0
5/16/2001,92,0
5/16/2001,93,0
5/16/2001,94,0
5/16/2001,95,0
5/16/2001,106,0
5/16/2001,107,0
5/16/2001,108,0
5/16/2001,109,0
5/16/2001,110,0
5/16/2001,111,0
5/16/2001,112,0
5/16/2001,113,0
5/16/2001,114,0
5/16/2001,115,0
5/16/2001,121,0
5/16/2001,122,0
5/16/2001,123,0
5/16/2001,124,0
5/16/2001,125,0
5/16/2001,156,0
5/16/2001,157,0
5/16/2001,158,0
5/16/2001,159,1
5/16/2001,160,0
5/16/2001,161,0
5/16/2001,162,0
5/16/2001,163,0
5/16/2001,164,0
5/16/2001,165,1
5/16/2001,171,0
5/16/2001,172,0
5/16/2001,173,0
5/16/2001,174,0
5/16/2001,175,0
5/16/2001,181,0
5/16/2001,182,0
5/16/2001,183,0
5/16/2001,184,0
5/16/2001,185,0
5/16/2001,191,1
5/16/2001,192,1
5/16/2001,193,0
5/16/2001,194,1
5/16/2001,195,0
5/16/2001,201,0
5/16/2001,202,0
5/16/2001,203,0
5/16/2001,204,0
5/16/2001,205,0
5/17/2001,1,0
5/17/2001,2,0
5/17/2001,3,0
5/17/2001,4,0
5/17/2001,5,0
5/17/2001,11,0
5/17/2001,12,0
5/17/2001,13,0
5/17/2001,14,0
5/17/2001,15,0
5/17/2001,31,0
5/17/2001,32,1
5/17/2001,33,0
5/17/2001,34,1
5/17/2001,35,0
5/17/2001,36,1
5/17/2001,37,0
5/17/2001,38,3
5/17/2001,39,0
5/17/2001,40,0
5/17/2001,66,0
5/17/2001,67,0
5/17/2001,68,0
5/17/2001,69,0
5/17/2001,70,0
5/17/2001,86,0
5/17/2001,87,1
5/17/2001,88,0
5/17/2001,89,0
5/17/2001,90,0
5/17/2001,96,0
5/17/2001,97,0
5/17/2001,98,0
5/17/2001,99,0
5/17/2001,100,0
5/17/2001,101,0
5/17/2001,102,0
5/17/2001,103,1
5/17/2001,104,1
5/17/2001,105,1
5/17/2001,141,0
5/17/2001,142,0
5/17/2001,143,0
5/17/2001,144,0
5/17/2001,145,0
5/17/2001,151,0
5/17/2001,152,0
5/17/2001,153,0
5/17/2001,154,0
5/17/2001,155,1
5/17/2001,186,0
5/17/2001,187,0
5/17/2001,188,0
5/17/2001,189,0
5/17/2001,190,0
5/17/2001,206,0
5/17/2001,207,0
5/17/2001,208,0
5/17/2001,209,0
5/17/2001,210,0
5/22/2001,6,0
5/22/2001,7,0
5/22/2001,8,0
5/22/2001,9,0
5/22/2001,10,0
5/22/2001,16,0
5/22/2001,19,0
5/22/2001,20,1
5/22/2001,21,0
5/22/2001,22,0
5/22/2001,24,0
5/22/2001,25,0
5/22/2001,26,0
5/22/2001,27,0
5/22/2001,28,0
5/22/2001,29,0
5/22/2001,30,1
5/22/2001,41,0
5/22/2001,42,1
5/22/2001,43,2
5/22/2001,44,0
5/22/2001,45,0
5/22/2001,51,1
5/22/2001,52,0
5/22/2001,53,0
5/22/2001,54,0
5/22/2001,55,1
5/22/2001,71,0
5/22/2001,72,0
5/22/2001,73,1
5/22/2001,74,0
5/22/2001,75,0
5/22/2001,81,0
5/22/2001,82,0
5/22/2001,83,1
5/22/2001,84,0
5/22/2001,85,0
5/22/2001,116,0
5/22/2001,117,0
5/22/2001,118,0
5/22/2001,119,0
5/22/2001,120,0
5/22/2001,126,0
5/22/2001,127,0
5/22/2001,128,0
5/22/2001,129,1
5/22/2001,130,1
5/22/2001,131,0
5/22/2001,132,0
5/22/2001,133,0
5/22/2001,134,0
5/22/2001,135,0
5/22/2001,136,0
5/22/2001,137,0
5/22/2001,138,0
5/22/2001,139,0
5/22/2001,140,0
5/22/2001,146,0
5/22/2001,147,0
5/22/2001,148,1
5/22/2001,149,0
5/22/2001,150,0
5/22/2001,166,0
5/22/2001,167,0
5/22/2001,168,0
5/22/2001,169,0
5/22/2001,170,1
5/22/2001,171,0
5/22/2001,172,2
5/22/2001,173,0
5/22/2001,174,0
5/22/2001,175,0
5/22/2001,176,0
5/22/2001,177,0
5/22/2001,178,2
5/22/2001,179,1
5/22/2001,180,0
5/22/2001,196,0
5/22/2001,197,0
5/22/2001,198,0
5/22/2001,199,0
5/22/2001,200,0
5/22/2001,201,0
5/22/2001,202,0
5/22/2001,203,0
5/22/2001,204,1
5/22/2001,205,0
5/23/2001,1,0
5/23/2001,2,0
5/23/2001,3,0
5/23/2001,4,0
5/23/2001,5,0
5/23/2001,11,0
5/23/2001,12,0
5/23/2001,13,0
5/23/2001,14,0
5/23/2001,15,0
5/23/2001,31,0
5/23/2001,32,1
5/23/2001,33,1
5/23/2001,34,0
5/23/2001,35,0
5/23/2001,36,0
5/23/2001,37,0
5/23/2001,38,0
5/23/2001,39,0
5/23/2001,40,0
5/23/2001,46,0
5/23/2001,47,0
5/23/2001,48,0
5/23/2001,49,0
5/23/2001,50,0
5/23/2001,56,0
5/23/2001,57,0
5/23/2001,58,0
5/23/2001,59,1
5/23/2001,60,0
5/23/2001,61,0
5/23/2001,62,0
5/23/2001,63,0
5/23/2001,64,0
5/23/2001,65,0
5/23/2001,66,0
5/23/2001,67,1
5/23/2001,68,0
5/23/2001,69,0
5/23/2001,70,1
5/23/2001,76,0
5/23/2001,77,0
5/23/2001,78,0
5/23/2001,79,0
5/23/2001,80,0
5/23/2001,86,0
5/23/2001,87,0
5/23/2001,88,0
5/23/2001,89,0
5/23/2001,90,0
5/23/2001,91,0
5/23/2001,92,0
5/23/2001,93,0
5/23/2001,94,0
5/23/2001,95,0
5/23/2001,96,0
5/23/2001,97,0
5/23/2001,98,0
5/23/2001,99,0
5/23/2001,100,0
5/23/2001,101,0
5/23/2001,102,0
5/23/2001,103,0
5/23/2001,104,0
5/23/2001,105,0
5/23/2001,106,0
5/23/2001,107,0
5/23/2001,108,0
5/23/2001,109,0
5/23/2001,110,0
5/23/2001,111,0
5/23/2001,112,0
5/23/2001,113,2
5/23/2001,114,0
5/23/2001,115,0
5/23/2001,121,0
5/23/2001,122,0
5/23/2001,123,0
5/23/2001,124,1
5/23/2001,125,1
5/23/2001,141,0
5/23/2001,142,1
5/23/2001,143,0
5/23/2001,144,0
5/23/2001,145,0
5/23/2001,151,0
5/23/2001,152,0
5/23/2001,153,0
5/23/2001,154,0
5/23/2001,155,0
5/23/2001,156,0
5/23/2001,157,0
5/23/2001,158,1
5/23/2001,159,0
5/23/2001,160,0
5/23/2001,161,0
5/23/2001,162,0
5/23/2001,163,0
5/23/2001,164,0
5/23/2001,165,1
5/23/2001,181,0
5/23/2001,182,0
5/23/2001,183,0
5/23/2001,184,0
5/23/2001,185,1
5/23/2001,186,0
5/23/2001,187,0
5/23/2001,188,0
5/23/2001,189,0
5/23/2001,190,0
5/23/2001,191,0
5/23/2001,192,0
5/23/2001,193,0
5/23/2001,194,0
5/23/2001,195,0
5/23/2001,206,0
5/23/2001,207,0
5/23/2001,208,0
5/23/2001,209,0
5/23/2001,210,0
5/29/2001,6,0
5/29/2001,7,0
5/29/2001,8,0
5/29/2001,9,0
5/29/2001,10,0
5/29/2001,16,0
5/29/2001,17,0
5/29/2001,18,0
5/29/2001,19,0
5/29/2001,20,0
5/29/2001,21,0
5/29/2001,22,0
5/29/2001,23,0
5/29/2001,24,0
5/29/2001,25,0
5/29/2001,26,0
5/29/2001,27,0
5/29/2001,28,0
5/29/2001,29,0
5/29/2001,30,0
5/29/2001,41,0
5/29/2001,42,0
5/29/2001,43,0
5/29/2001,44,0
5/29/2001,45,0
5/29/2001,51,0
5/29/2001,52,0
5/29/2001,53,0
5/29/2001,54,0
5/29/2001,55,0
5/29/2001,71,0
5/29/2001,73,0
5/29/2001,74,0
5/29/2001,75,0
5/29/2001,81,0
5/29/2001,82,0
5/29/2001,83,0
5/29/2001,84,0
5/29/2001,85,0
5/29/2001,116,0
5/29/2001,117,0
5/29/2001,118,0
5/29/2001,119,0
5/29/2001,120,0
5/29/2001,126,0
5/29/2001,127,0
5/29/2001,128,0
5/29/2001,129,0
5/29/2001,130,0
5/29/2001,131,0
5/29/2001,132,0
5/29/2001,133,0
5/29/2001,134,0
5/29/2001,135,0
5/29/2001,136,0
5/29/2001,137,0
5/29/2001,138,0
5/29/2001,139,0
5/29/2001,140,0
5/29/2001,146,1
5/29/2001,147,0
5/29/2001,148,0
5/29/2001,149,0
5/29/2001,150,0
5/29/2001,166,0
5/29/2001,167,0
5/29/2001,168,0
5/29/2001,169,0
5/29/2001,170,0
5/29/2001,171,0
5/29/2001,172,0
5/29/2001,173,0
5/29/2001,174,0
5/29/2001,175,0
5/29/2001,176,0
5/29/2001,177,0
5/29/2001,178,1
5/29/2001,179,0
5/29/2001,180,0
5/29/2001,196,0
5/29/2001,197,0
5/29/2001,198,0
5/29/2001,199,0
5/29/2001,200,0
5/29/2001,201,0
5/29/2001,202,0
5/29/2001,203,0
5/29/2001,204,0
5/29/2001,205,0
5/30/2001,11,0
5/30/2001,12,0
5/30/2001,13,0
5/30/2001,14,1
5/30/2001,15,0
5/30/2001,36,0
5/30/2001,37,0
5/30/2001,38,0
5/30/2001,39,0
5/30/2001,40,0
5/30/2001,46,0
5/30/2001,47,0
5/30/2001,48,0
5/30/2001,49,0
5/30/2001,50,0
5/30/2001,56,0
5/30/2001,57,0
5/30/2001,58,0
5/30/2001,59,0
5/30/2001,60,0
5/30/2001,61,0
5/30/2001,62,0
5/30/2001,63,0
5/30/2001,64,0
5/30/2001,65,0
5/30/2001,76,2
5/30/2001,77,0
5/30/2001,78,0
5/30/2001,79,0
5/30/2001,80,0
5/30/2001,86,0
5/30/2001,87,0
5/30/2001,88,0
5/30/2001,89,0
5/30/2001,90,0
5/30/2001,91,0
5/30/2001,92,0
5/30/2001,93,0
5/30/2001,94,0
5/30/2001,95,0
5/30/2001,101,0
5/30/2001,102,0
5/30/2001,103,0
5/30/2001,104,0
5/30/2001,105,0
5/30/2001,106,0
5/30/2001,107,0
5/30/2001,108,0
5/30/2001,109,1
5/30/2001,110,0
5/30/2001,111,1
5/30/2001,112,0
5/30/2001,113,0
5/30/2001,114,0
5/30/2001,115,0
5/30/2001,121,0
5/30/2001,122,0
5/30/2001,123,0
5/30/2001,124,0
5/30/2001,125,0
5/30/2001,151,1
5/30/2001,152,0
5/30/2001,153,1
5/30/2001,154,0
5/30/2001,155,0
5/30/2001,156,0
5/30/2001,157,0
5/30/2001,158,0
5/30/2001,159,0
5/30/2001,160,0
5/30/2001,161,0
5/30/2001,162,0
5/30/2001,163,1
5/30/2001,164,0
5/30/2001,165,0
5/30/2001,181,1
5/30/2001,182,0
5/30/2001,183,1
5/30/2001,184,0
5/30/2001,185,1
5/30/2001,186,1
5/30/2001,187,0
5/30/2001,188,0
5/30/2001,189,1
5/30/2001,190,0
5/30/2001,191,0
5/30/2001,192,0
5/30/2001,193,0
5/30/2001,194,1
5/30/2001,195,0
6/1/2001,1,0
6/1/2001,2,1
6/1/2001,3,0
6/1/2001,4,0
6/1/2001,5,0
6/1/2001,31,0
6/1/2001,32,0
6/1/2001,33,0
6/1/2001,34,0
6/1/2001,35,0
6/1/2001,66,0
6/1/2001,67,0
6/1/2001,68,1
6/1/2001,69,1
6/1/2001,70,1
6/1/2001,96,0
6/1/2001,97,0
6/1/2001,98,0
6/1/2001,99,0
6/1/2001,100,0
6/1/2001,141,0
6/1/2001,142,0
6/1/2001,143,0
6/1/2001,144,0
6/1/2001,145,0
6/1/2001,206,0
6/1/2001,207,0
6/1/2001,208,0
6/1/2001,209,0
6/1/2001,210,0
6/5/2001,6,0
6/5/2001,7,0
6/5/2001,8,1
6/5/2001,9,0
6/5/2001,10,0
6/5/2001,21,0
6/5/2001,22,0
6/5/2001,23,0
6/5/2001,24,0
6/5/2001,25,1
6/5/2001,51,0
6/5/2001,52,0
6/5/2001,53,0
6/5/2001,54,0
6/5/2001,55,1
6/5/2001,81,2
6/5/2001,82,0
6/5/2001,83,2
6/5/2001,84,0
6/5/2001,85,1
6/5/2001,116,0
6/5/2001,117,0
6/5/2001,118,0
6/5/2001,119,0
6/5/2001,120,0
6/5/2001,126,0
6/5/2001,127,0
6/5/2001,128,0
6/5/2001,129,0
6/5/2001,130,0
6/5/2001,131,1
6/5/2001,132,0
6/5/2001,133,0
6/5/2001,134,0
6/5/2001,135,0
6/5/2001,137,1
6/5/2001,138,0
6/5/2001,139,1
6/5/2001,140,0
6/5/2001,141,0
6/5/2001,146,0
6/5/2001,147,0
6/5/2001,148,0
6/5/2001,149,0
6/5/2001,150,0
6/5/2001,166,0
6/5/2001,167,0
6/5/2001,168,0
6/5/2001,169,0
6/5/2001,170,0
6/5/2001,176,0
6/5/2001,177,0
6/5/2001,178,1
6/5/2001,179,0
6/5/2001,180,0
6/5/2001,196,0
6/5/2001,197,0
6/5/2001,198,1
6/5/2001,199,0
6/5/2001,200,0
6/6/2001,1,0
6/6/2001,2,0
6/6/2001,3,0
6/6/2001,4,0
6/6/2001,5,0
6/6/2001,11,1
6/6/2001,12,0
6/6/2001,13,0
6/6/2001,14,1
6/6/2001,15,1
6/6/2001,31,0
6/6/2001,32,0
6/6/2001,33,0
6/6/2001,34,0
6/6/2001,35,0
6/6/2001,36,0
6/6/2001,37,1
6/6/2001,38,0
6/6/2001,39,0
6/6/2001,40,1
6/6/2001,46,0
6/6/2001,47,0
6/6/2001,48,0
6/6/2001,49,0
6/6/2001,50,0
6/6/2001,56,0
6/6/2001,57,0
6/6/2001,58,0
6/6/2001,59,0
6/6/2001,60,0
6/6/2001,61,0
6/6/2001,62,0
6/6/2001,63,0
6/6/2001,64,0
6/6/2001,65,0
6/6/2001,66,0
6/6/2001,67,0
6/6/2001,68,0
6/6/2001,69,0
6/6/2001,70,0
6/6/2001,76,0
6/6/2001,77,0
6/6/2001,78,0
6/6/2001,79,1
6/6/2001,80,0
6/6/2001,86,0
6/6/2001,87,1
6/6/2001,88,0
6/6/2001,89,0
6/6/2001,90,1
6/6/2001,91,0
6/6/2001,92,0
6/6/2001,93,0
6/6/2001,94,0
6/6/2001,95,0
6/6/2001,96,0
6/6/2001,97,0
6/6/2001,98,0
6/6/2001,99,0
6/6/2001,100,0
6/6/2001,101,0
6/6/2001,102,0
6/6/2001,103,0
6/6/2001,104,0
6/6/2001,105,0
6/6/2001,106,0
6/6/2001,107,0
6/6/2001,108,0
6/6/2001,109,0
6/6/2001,110,0
6/6/2001,111,1
6/6/2001,112,0
6/6/2001,113,0
6/6/2001,114,0
6/6/2001,115,0
6/6/2001,121,0
6/6/2001,122,0
6/6/2001,123,0
6/6/2001,124,0
6/6/2001,125,0
6/6/2001,136,0
6/6/2001,142,0
6/6/2001,143,0
6/6/2001,144,0
6/6/2001,145,0
6/6/2001,151,0
6/6/2001,152,1
6/6/2001,153,0
6/6/2001,154,0
6/6/2001,155,0
6/6/2001,156,0
6/6/2001,157,0
6/6/2001,158,0
6/6/2001,159,0
6/6/2001,160,0
6/6/2001,161,0
6/6/2001,162,0
6/6/2001,163,0
6/6/2001,164,0
6/6/2001,165,0
6/6/2001,181,0
6/6/2001,182,0
6/6/2001,183,0
6/6/2001,184,0
6/6/2001,185,0
6/6/2001,186,0
6/6/2001,187,0
6/6/2001,188,0
6/6/2001,189,0
6/6/2001,190,0
6/6/2001,191,0
6/6/2001,192,0
6/6/2001,193,0
6/6/2001,194,0
6/6/2001,195,0
6/6/2001,206,0
6/6/2001,207,0
6/6/2001,208,0
6/6/2001,209,0
6/6/2001,210,0
6/11/2001,16,1
6/11/2001,17,2
6/11/2001,18,1
6/11/2001,19,0
6/11/2001,20,1
6/11/2001,26,2
6/11/2001,27,0
6/11/2001,28,0
6/11/2001,29,0
6/11/2001,30,0
6/11/2001,41,2
6/11/2001,42,2
6/11/2001,43,1
6/11/2001,44,1
6/11/2001,45,2
6/11/2001,71,1
6/11/2001,72,0
6/11/2001,73,2
